Repo,Author,Star,Fork,Watch,Creation,Last Update,Language,Topic,Family,Platform
Phishing-Email-Analyzer,serdarhaliloglu,7,2,2,2016-10-12,2021-05-31,Python,"parsing, blacklist, virustotal",,
facesnoop,jimfilippou,15,37,7,2017-10-28,2021-11-13,HTML,,,
Umbrella,wi-fi-analyzer,1,5,1,2017-03-27,2017-11-14,Python,,,linux
wifiphisher-master,amirootyet,3,2,8,2015-03-18,2019-06-12,Python,,sniff,"linux, mac"
PhishingPages,G147IS4N7,1,2,1,2018-01-26,2018-12-13,HTML,,,
phishkits,friedphish,5,1,0,2019-05-23,2021-11-13,,,,
Captive-Portal-Phishing-OpenWRT,NickJongens,0,0,0,2019-01-05,2019-01-07,,,,
ShellPhish,vinaykagithapu,1,0,1,2019-05-11,2019-08-25,HTML,,,linux
osprey,jaylinski,0,0,1,2014-08-15,2020-06-08,PHP,,,
phishing,onurgoker,0,0,3,2017-12-24,2019-03-07,Python,,spam,
DEPRESS-WIFI,TRKBKR,3,3,0,2019-04-22,2021-09-18,Python,,,
PhishingTemplates-1,octavian1213,2,1,1,2018-07-19,2020-07-30,HTML,,,
not-phishing,cameroncruz,0,0,2,2015-05-28,2015-05-29,CSS,,,
YAF,bufgix,3,0,1,2019-03-05,2021-10-28,Python,"python3, flask, phishing",,
fishing-cat-client,fishing-cat,1,0,2,2017-02-15,2019-10-22,Ruby,"phishing, security, ruby, rubygems, cat, fishing-cat",,
phishing-websites,tassoneroberto,11,5,1,2019-06-01,2021-09-18,PHP,"phishing, phishing-attacks, phishing-kit, phishing-gmail",,
Phishing-page-Facebook,streetwaveRcd,0,2,1,2018-03-21,2020-10-14,Hack,,,
Phishing-on-Facebook,sajith01prasad,0,2,1,2017-03-07,2017-03-19,HTML,,,"linux, windows"
phishing,alevi0106,0,0,1,2018-10-22,2018-10-22,PHP,,,
Phisher,himanshurahi,0,2,1,2018-07-29,2018-09-22,HTML,,,
SocialFish,shakenetwork,21,1,2,2018-08-15,2021-08-07,HTML,,,android
staff-tester,adrinavaas,2,0,0,2018-12-16,2021-09-17,Python,"social-engineering, phishing, employee-aware",,"linux, mac, windows"
PyPhisher,bcdannyboy,1,1,1,2018-09-26,2019-11-14,Python,,,
Phishing-Demo,shwee77,0,0,0,2017-03-16,2017-03-16,HTML,,,windows
razvod,ddk00,0,0,1,2018-01-28,2018-01-28,Python,,,
Weeman,gold1029,0,0,1,2018-04-11,2018-04-11,Python,,spoof,"linux, mac, windows"
powershell-scripts,SerayBeser,1,1,0,2018-03-13,2021-04-21,PowerShell,"powershell, powershell-script, powershell-scripts, phishing-gmail, phishing, phish, phishing-attacks, sendmail, send-email, send-phishing-mail, send-phishing-e-mail",,"linux, windows"
facebook-phishing,nithin-84,0,0,0,2019-03-26,2019-07-27,HTML,,,
GoPhish,deadvcr,3,0,3,2018-11-08,2020-03-31,Go,"go, golang-application, golang, phishing, phishing-kit",,
commence_primary_ignition,piotrmaslanka,0,0,1,2017-07-21,2021-09-24,Python,,,
weeman,wi-fi-analyzer,1,4,1,2017-05-03,2018-02-06,Python,,spoof,"linux, mac, windows"
Phishing-Email-Project-2019,reuleam,1,1,1,2019-05-21,2019-12-11,Python,,,
phishme,notactuallypagemcconnell,2,0,2,2018-12-26,2019-02-19,Dockerfile,,,
SimplePhish,Crypt0s,3,2,1,2017-04-18,2021-12-09,Python,,,
Phlexish,KnightSec-Official,44,24,4,2019-02-15,2021-12-02,HTML,"python3, facebook, phishing, 2factor, hacking, tool",,
GOOGLE-Phishing-Page,Manina123,29,90,7,2018-03-04,2021-10-27,HTML,,,
rsmtpd,alfmel,1,0,2,2017-06-12,2020-06-12,Python,,spam,
phish-vis,drRuland,0,0,1,2014-08-23,2015-03-22,Python,,,
yaddns,yuxuanchen1997,0,0,1,2017-12-13,2017-12-15,,"ddns, security-protocol",,
PhishPounder,marcusball,2,0,1,2013-11-02,2017-02-14,C#,,,
Collection-of-Extra-Phishing-Scenarios-Wifiphisher,JavaRockstar,11,3,2,2017-07-03,2021-11-24,HTML,"wifiphisher, linux",,linux
Win_Phisher,TDay1,2,1,1,2017-09-25,2021-11-14,C#,,,
Yasfib-Browser,quantum1423-dustbin,1,0,2,2011-03-21,2016-05-25,JavaScript,,,windows
antiPhish,codefig,0,0,1,2017-05-30,2017-05-30,,,,
ScamMeNot,MichaelAAU,0,0,1,2018-07-04,2018-07-04,,,,
Fb-Phishing-Script,itachiuhia,0,0,0,2017-09-01,2020-01-09,HTML,,,
JS_KeyLogger_to_Slack,curtbraz,6,7,1,2018-08-30,2021-08-05,PHP,,keylogger,
php_phishing,votinhthuong,0,0,0,2017-04-27,2017-04-27,CSS,,,
yeyintminthuhtut-SocialEngineeringPayloads,r3p3r,2,3,2,2018-01-01,2021-03-01,CSS,,,
simple-phishing-campaign-toolkit,poanchen,1,1,1,2016-09-26,2019-07-15,HTML,,,
phishingPrank,conorpark,0,0,1,2016-09-12,2016-09-13,Visual Basic,,,windows
FYP-Fuck-You-Phisher,mirkoviviano,13,3,1,2018-10-13,2021-09-10,Python,"phishing, phishing-attacks, hacking-tool, security, security-tools, http, http-requests, httppost, website, python, python3, python-script",,
facebook-phishing-php-win-iphone-page-,MasterBrian99,0,0,0,2018-06-07,2021-05-28,CSS,,,iphone
Matt_Grad_Proj,admiraltesla6900,0,0,0,2017-04-02,2017-04-04,HTML,,,
Python-GoPhish-Mailbox-Checker,General-Gouda,1,0,2,2019-06-03,2019-12-25,Python,,,"linux, windows"
Email-Spoofing-in-Python,raman-chumber,1,0,0,2019-01-19,2020-07-21,Python,,"spam, spoof",
FakeFacebook,TheRealJeries,0,0,0,2018-12-28,2019-04-29,Hack,,,
Glutton,LyokoGP,0,0,0,2018-06-12,2018-06-12,Python,,,linux
arduino,javastraat,11,93,4,2014-11-19,2021-07-22,C++,,,
shellcode-implant-stub,stufus,21,10,2,2016-03-12,2021-12-16,Assembly,,virus,
Python-Proxy,erikschmidt3001,3,2,1,2011-11-15,2016-09-16,Python,,,
amf_research,DragonSA,5,6,3,2012-06-03,2020-10-31,Python,,,
R2Mods,wildbook,11,12,1,2019-04-12,2020-12-29,C#,"modding, risk-of-rain, risk-of-rain-2, ror2, minirpclib, rpc",,
RoRMods,klaoude,2,2,3,2016-11-13,2021-11-12,C++,,,windows
Conquer,alexmattelon,0,0,1,2014-12-15,2014-12-15,C++,,,
RiskBox,level33,0,0,3,2018-12-16,2019-12-08,JavaScript,,,
Real-Time-Risk,davidMcneil,0,0,1,2012-03-03,2017-02-21,Python,,,"linux, windows"
R2Mods,TheRealElysium,0,1,0,2019-05-01,2019-10-30,C#,,,
oreilly-books-grabber,rahulvramesh,2,3,1,2019-05-17,2020-06-12,Go,,,
Online-chat,FilipOrnbratt,0,0,1,2019-04-23,2019-04-23,C#,,,
Ennui-CMS,RobMacKay,1,0,1,2010-11-09,2014-01-18,PHP,,,
openRBA,jrshepard,1,0,1,2011-03-11,2016-07-16,,,,
riskvis,shomaru,0,1,1,2013-02-06,2014-05-31,Java,,,
startup-enter-at-your-own-risk,brajeshwar,1,0,2,2013-06-04,2020-10-06,,,,
tunnel,akavel,1,0,3,2012-09-17,2014-05-01,Go,,,
walker,Strelox,0,0,1,2014-09-01,2014-09-01,FORTRAN,,,
IRCe,wisdomcsharp,1,0,1,2014-09-04,2014-09-04,C#,,ddos,
NuclearRisk,hireThisMarine,0,0,1,2014-09-30,2014-09-30,C++,,,android
crime-study,oneschirm,2,0,1,2013-10-27,2014-05-21,Python,,,
esoteric-fractals,isomorphism,8,0,1,2012-01-24,2019-09-19,,,,
aproxymate,ScottyMJacobson,1,0,2,2015-04-09,2015-08-18,Python,,,
crime-on-the-move-back-end--Python,egaebel,0,1,1,2015-12-03,2016-04-17,Python,,,android
crimes_dc,ravenusmc,0,0,1,2019-03-03,2019-03-26,JavaScript,,,
IRIS,vinitbhamare,0,0,2,2015-03-18,2016-10-12,Java,,,
Hero-Squad,abigailwambui,1,0,0,2019-05-17,2019-06-02,Java,,,
three-of-a-crime,caleb531,1,0,1,2015-07-11,2021-08-30,Python,"game, python, card-game",,
Python-Program-Seven,thatsmysky,0,0,1,2016-02-09,2016-02-09,Python,,,
Cr3dOv3r,D4Vinci,1700,403,100,2017-11-13,2021-12-11,Python,"hacking, hacking-tool, pentesting, credentials, stealth, leaks, haveibeenpwned, hacked-emails, credential-reuse-attacks, leak, haveibeenpwnd",,"linux, windows"
Instagram,Pure-L0G1C,2300,1313,601,2017-01-29,2021-12-20,Python,"instagram, hack, bruteforce",botnet,linux
IPTV,Pirate-Crew,299,233,65,2015-12-08,2021-12-12,Python,,,"linux, mac, windows"
WPForce,n00py,705,186,50,2016-03-17,2021-12-17,Python,"wordpress, wordpress-attack, hacking-tool, pentest-tool, reverse-shell, keylogger, php, javascript, xss-exploitation","backdoor, keylogger",
sslstrip,moxie0,1681,357,128,2011-04-24,2021-12-12,Python,,,linux
FakeDns,Crypt0s,464,137,38,2013-05-03,2021-12-09,Python,,,linux
blacknurse,jedisct1,173,66,20,2016-11-10,2021-08-26,C,,ddos,
wildpwn,localh0t,111,29,7,2015-06-29,2021-10-12,Python,"infosec, unix, unix-shell, security, root-privileges, security-tools, python",,
PasteJacker,D4Vinci,255,52,22,2018-10-26,2021-12-09,Python,"msfvenom, liner, metasploit-web-delivery, linux, hacking-tool, social-engineering-attacks, pastejacking, metasploit, windows-hacking, web-hacking",backdoor,"linux, mac, windows"
DrK,sslab-gatech,346,60,34,2016-10-20,2021-11-22,Python,,,"linux, windows"
kickthemout,k4m4,2005,402,99,2016-12-07,2021-12-14,Python,"spoofing, python, wireless, hacking, wifi",spoof,"mac, windows"
RDPInception,mdsecactivebreach,292,392,25,2017-06-29,2021-12-16,Batchfile,,backdoor,
flashsploit,thewhiteh4t,203,49,13,2019-05-11,2021-12-16,C++,"attiny85, digispark, digispark-scripts, exploitation, framework, metasploit-framework, python3, automation",ransomware,"linux, windows"
web-attacks,siddharthgoel88,100,13,10,2015-04-06,2021-11-29,PHP,,,
keydrown,IAIK,22,15,6,2017-02-13,2021-01-12,C,,,"android, linux, windows"
OverThruster,RedLectroid,140,39,13,2017-02-16,2021-11-15,Python,,,
E-Safenet,c3c,32,21,8,2014-01-16,2021-08-06,Python,,,
dhcpig,foreni-packages,60,31,5,2015-09-20,2021-08-06,Python,,spoof,"linux, mac, windows"
Facebook-BruteForce,IAmBlackHacker,758,427,183,2017-07-09,2021-12-16,Python,"brute-force-attacks, python, facebook-account, facebook-bruteforce, attacker",spam,
dos,MustLive,22,12,10,2014-12-10,2021-10-14,Python,,ddos,
time_trial,dmayer,79,15,10,2014-06-18,2021-11-17,Python,,,linux
netattack2,chrizator,324,111,35,2017-05-03,2021-12-16,Python,,"sniff, spoof",linux
Attack,muzixing,31,18,4,2014-12-13,2021-03-27,Python,,,
SocialBox,TunisianEagles,836,373,98,2018-09-25,2021-12-21,Shell,,,linux
Pateensy,Screetsec,116,57,13,2016-03-21,2021-10-21,Arduino,,backdoor,windows
POODLEAttack,thomaspatzke,52,16,6,2015-05-13,2021-01-19,Python,,,
sack,jofpin,41,15,13,2016-09-12,2021-12-15,Python,"social-engineering-attacks, python, hacking",,
P4wnP1,mame82,3339,596,276,2017-02-22,2021-12-20,Python,,backdoor,"android, iot, linux, windows"
KeystoreBrute,bes,45,9,5,2011-11-14,2021-11-17,,,,"linux, windows"
IoT-Implant-Toolkit,arthastang,137,41,10,2018-08-21,2021-12-15,Shell,,trojan,"android, iot, linux"
many-time-pad-attack,Jwomers,40,30,0,2015-01-14,2021-10-05,Python,,,
ridenum,trustedsec,184,73,25,2013-03-08,2021-12-01,Python,,,
DDoS,Konstantin8105,93,34,4,2017-09-20,2021-12-11,Go,"ddos, http, http-get, attack, ddos-attacks, ddos-attack-tools, go, golang, hack",ddos,
etherwall,rndc,41,13,14,2012-03-09,2021-11-11,Python,,"sniff, spoof",linux
high-low-frequency-attack-defense-toolkits,niklaus520,29,14,6,2016-03-23,2021-01-28,C,,,
simple-rootkit,crudbug,15,105,1,2014-11-12,2021-08-28,,,rootkit,linux
MassAttack,mthbernardes,10,9,2,2015-07-16,2021-08-02,Python,,,
HashCollision-DOS-POC,FireFart,100,26,15,2012-01-07,2021-08-24,Python,,,
duckhunter,byt3bl33d3r,90,37,11,2015-02-03,2021-12-10,Python,,,windows
ARP_poisoning_detector,Oros42,27,10,5,2015-04-22,2021-03-12,Python,,,
Attack-Lab,magna25,51,113,2,2017-03-20,2021-12-07,,,,
evil_twin,s0lst1c3,25,15,3,2015-11-01,2021-05-14,Python,,,
mona-timing-lib,seecurity,20,2,2,2014-12-10,2021-09-01,C,,,"linux, mac"
dos,nhooyr,0,0,1,2015-11-18,2020-04-25,Go,,,linux
GhostInTheChaos,cryptolok,55,12,3,2018-07-13,2021-12-04,Shell,,sniff,"android, linux"
python-network-hacks,balle,82,45,12,2017-03-04,2021-12-12,Python,,,
synflood,TheFox,25,25,3,2010-12-18,2021-09-29,C,"c, linux, flood-attack, flood, synflood, syn",,linux
HexPADS,HexHive,34,12,4,2015-12-15,2021-12-15,C,,,linux
NTPDoser,DrizzleRisk,76,43,1,2017-01-09,2021-12-15,C++,"ntp-doser, ntp-amplification, ntp, ddos, dos, hack, pentest",ddos,
sslstrip_password_hijacker,K-DOT,35,9,6,2015-12-04,2021-11-18,Python,,spoof,
BEAST-PoC,mpgn,51,31,6,2015-03-28,2021-12-08,Python,"plaintext-attack, python, tls, beast, sslv3",,
tap,trustedsec,324,92,32,2015-05-13,2021-12-15,Python,,,linux
torattack,thelinuxchoice,6,11,1,2018-02-26,2019-08-13,Python,,,
drown,Tim---,11,8,2,2016-06-05,2021-07-20,C,,spoof,
davs,fridary,5,3,2,2015-05-27,2018-06-20,C,,ddos,windows
SCA-DPA,Nodulaire,45,22,7,2016-05-28,2021-11-21,Matlab,,,
log2ban,unicodefreak,34,13,7,2011-06-16,2021-12-15,Python,,ddos,windows
inception,carmaa,1448,184,123,2011-06-18,2021-12-16,Python,,,"linux, mac, windows"
ddos,Andrewerr,33,16,3,2017-12-20,2021-08-24,C,"ddos, ddos-attacks, udp, tcp, http, socket, socket-io, multithreading, pthread, denial-of-service, packet, cyber-security, security, ping, dos-attack, flood, icmp, icmp-ping, memcached, memcrashed",ddos,
torshammer,Karlheinzniebuhr,23,11,7,2015-10-18,2021-12-16,Python,"python, dos-attack, security, security-tools",,
switch-intercept,qlyoung,5,5,2,2015-04-15,2021-05-28,Shell,,spoof,
mitmprotector,JanHelbling,12,6,1,2014-12-07,2021-10-31,Python,,,mac
bLaCk-eye-RSA-Attacking-Toolkit-v0.1f-compiled,Xyl2k,13,9,4,2016-01-20,2021-08-21,C++,,,windows
PySlowLoris,ProjectMayhem,22,4,5,2017-03-12,2021-11-18,Python,"poc, slowloris, attack",,"linux, windows"
PMKID,hackthebox,39,13,13,2018-09-06,2021-09-27,PHP,,,
mad-king,ThreatResponse,32,5,7,2016-09-18,2021-09-28,Python,,,
PiNokyo,WiPi-Hunter,22,11,5,2018-04-11,2021-09-02,Python,,,mac
branch-shadowing,sslab-gatech,7,6,16,2018-03-30,2021-11-22,C++,,,linux
TCPDoS,wenjoseph,11,3,1,2013-03-12,2019-11-11,Python,,,
httptimer,bjh7242,2,3,2,2016-04-01,2016-04-23,Python,,,
TCP_Flooding_IP_SPoofing,exinton,22,20,1,2016-08-13,2021-12-15,C,,spoof,
sipahi,s8sg,7,2,3,2017-12-27,2020-01-28,Go,"dns-proxy, ddos-protection, dns-server, ddos, dns",ddos,"linux, mac"
MG,HiddenShot,7,5,2,2017-12-11,2021-11-08,Python,"hid, digispark, arduino, hid-keyboard, pentesting, pentest-tool, rubber-ducky, hid-attacks, payload, attack, beta",backdoor,"linux, windows"
antibot,masterguru,8,7,1,2014-09-04,2020-04-06,PHP,,"botnet, ddos",
BTBandit,TheAlbatross279,10,4,4,2013-02-23,2021-09-24,TeX,,,
RSA-Hastad,JulesDT,20,8,2,2016-11-18,2021-06-01,Python,,,
Adaptive-Threat-Prevention-in-POX,prakhar79,1,6,2,2017-03-30,2019-06-13,Python,,ddos,
KICKthemOUT3,R3DDY97,20,8,1,2017-04-10,2021-09-13,Python,"wifi, arp-spoof-attack, python3, hack",spoof,linux
DosThunder,DedSecCyber,4,1,1,2018-04-07,2021-07-16,Python,,ddos,
ddos-trace,hmehra,1,4,2,2014-11-26,2016-10-06,C,,ddos,linux
meterssh,trustedsec,500,178,52,2014-11-14,2021-12-01,Python,,,windows
arpspoof,smikims,74,21,4,2015-09-08,2021-12-04,C,,spoof,"linux, mac, windows"
crlf-injector,rudSarkar,39,18,0,2017-06-22,2021-12-17,Python,"crlf-injection, python, bugbounty, toolshacking",,
pyddoz,0x01h,31,9,3,2018-08-03,2019-08-15,,"ddos, ddos-attacks, ddos-attack, ddos-attack-tools, python, stress-testing, load-testing, python-ddos, stress-test, ddos-tool, ddos-script","botnet, ddos",
tarts,japesinator,23,1,3,2014-09-29,2019-12-16,Idris,,,
YY-Guard,Chuyu-Team,49,7,2,2019-06-24,2021-11-07,C++,,,windows
winregmitm,shramos,22,5,2,2017-09-09,2021-10-25,Python,"winreg, mitm, remote, payload, execution, windows-registry, protocol, middle, remote-machine, tcp, packets, communication, victim, force, encryption, downgrade, cipher, decipher",,"linux, windows"
mem64,0xyg3n,25,6,2,2017-04-04,2021-10-25,Python,"memory-payload, native, executable, pe",,
Attack-Shell,strund3r,15,12,3,2016-11-12,2021-03-18,PHP,"docker, php, apache, alpine-linux, learn",spam,
mininet_sshmitm,yo2seol,14,4,1,2015-08-24,2021-08-03,Python,,"sniff, spoof","linux, mac"
CVE-2018-4407,r3dxpl0it,24,9,5,2018-11-04,2021-11-02,Python,"cve, security, hacking, exploit, ios, macos, penetration-testing, poc, attack, hacking-tool, network, cybersecurity, cyber-security, redteam, blueteam, denial-of-service",,"iphone, mac"
DDoSAttackMitigationSystem,mishra14,25,18,1,2016-04-21,2021-12-08,Python,,ddos,
shiva,CodeNameGhost,12,3,2,2017-08-31,2019-06-03,,"flood, udp, dos, ddos, python, hacking, syn",ddos,
CC-attack-protector,Tsuk1ko,16,13,3,2018-01-17,2020-10-25,Shell,,ddos,
email-Spoofer,I2NhbmloZWxweW91,12,6,1,2016-08-29,2021-06-14,Python,,,
XSS-over-NBNS,simon-weber,10,0,1,2011-10-15,2020-02-01,Python,,"sniff, spoof",
Overload-DoS,codingplanets,21,20,2,2017-07-15,2021-11-26,Python,"ddos, dos, ddos-attacks, ddos-tool, ddos-attack-tools, ddos-attack, python-ddos","ddos, spoof",
morepork,zl4bv,2,3,3,2014-11-09,2020-06-24,Python,,ddos,linux
kippo-dirtybastard,cmarvel1975,0,2,1,2014-01-16,2019-06-25,Python,,,
pwk,Chr1st0f,3,4,1,2019-01-29,2020-07-03,Python,,,
Server-Scripts,zakariamehbi,0,2,1,2018-11-11,2019-04-13,Shell,"shell, linux",ddos,linux
adv-attack,HyperAndy,0,2,0,2019-06-17,2019-10-31,Python,,,
PoppyWatch,Judge24601,0,3,1,2018-09-15,2019-06-11,JavaScript,,,
AliceBirthdayPartyProblem,prijila,0,0,1,2015-09-10,2015-09-10,C,,,
Pytack,Computiva,0,0,2,2016-09-09,2017-09-20,Python,,ddos,
HidAttack,EnhboldH,1,0,0,2018-03-30,2020-06-10,C++,,backdoor,
Computer-security,tongbs,0,0,0,2019-06-23,2019-06-23,C,,"spoof, worm",
MiTM,giolapid,0,0,1,2015-12-26,2015-12-26,Shell,,,
levy,lorentzenman,0,0,1,2015-06-25,2015-08-03,PowerShell,,,
Gcc-DDOS-Attacks,Dev0uss,0,1,0,2018-12-09,2018-12-09,C,,ddos,
CSE534,WillCusick,0,0,2,2018-03-09,2018-05-08,Python,,spoof,
PythonLLNetwork,singhcoolguy,0,0,1,2017-11-09,2017-11-09,Python,,,
MASS-attacks,megacell,1,0,7,2015-10-09,2021-08-10,Python,,,
brute-force,IcedGarion,0,2,0,2018-01-26,2018-01-26,C,"c, brute-force",,
HID-attack-preventer,pangwang83,0,0,1,2017-01-22,2017-01-22,C#,,,windows
DoS-Attack-Framework,kkirsche,0,0,1,2015-07-11,2015-11-03,Ruby,,,
phpAntiCSRF,SammysHP,0,0,1,2013-05-10,2013-10-06,PHP,,,
MITMf,ru-faraon,0,0,1,2015-08-28,2020-08-30,Python,,"backdoor, keylogger, spoof",linux
netsec-paddingattacks,rangarajan-k,0,0,1,2018-02-18,2018-03-22,Python,,,
ttm4135-essay,Spelter,0,0,2,2013-03-23,2014-02-16,,,,
sprut,Fandia,1,0,0,2017-08-27,2020-11-02,Python,"bruteforce, ssh, http",,
PCAssignment2,emotley,0,0,0,2018-11-29,2018-12-06,C,,,
freq-analysis-attack,JanessaAF,0,0,1,2018-10-02,2018-12-03,Python,,,linux
eos-ddos-swarm,eosforks,0,0,1,2018-11-21,2019-02-01,JavaScript,,ddos,
Boot.sh,OfficialDataBuster,0,0,0,2018-02-24,2018-04-06,Perl,,,
Gcc-DDOS-Attacks-,Dev0uss,1,3,1,2018-12-09,2021-05-15,C,,ddos,"linux, windows"
DDosAttack,Ghost13cyber,0,0,0,2019-05-24,2019-05-24,Python,,ddos,
Cryptanalysis-of-Homophonic-Ciphers-,Siddharth245,0,0,2,2017-03-05,2017-03-05,C++,,,
l4d2_yandere_attack,Robotex,1,1,1,2016-04-23,2021-09-26,SourcePawn,,,
cache-attack,stpr18,0,0,1,2015-07-31,2015-07-31,HTML,,,
Safety-Information-and-Security-Information-System-PTIT,HuuUocNguyen,0,0,0,2018-11-01,2021-09-22,,,ddos,
cpp-task2,ccfd-class,0,0,3,2018-10-19,2018-10-20,C++,,,
ddosattack,oxlynx,1,0,0,2019-05-12,2021-09-04,Python,,ddos,
ddos,Rebel21team,0,0,0,2018-10-23,2018-10-23,Python,,ddos,
paddingOracle,timwilkens,0,0,1,2015-07-20,2015-07-20,Go,,,
Travian-Bot,talbenarie,3,1,0,2019-06-11,2021-01-08,Python,,botnet,
Slowloris-Python,umitemree,0,2,0,2015-07-20,2021-01-04,Python,,,
arpdetect,anault,0,0,1,2015-04-06,2015-04-06,Python,,spoof,
tartarus,Siegfried148,0,0,0,2017-03-02,2017-07-25,,,,
Cr3dOv3r2,watsonherry,1,1,0,2019-02-20,2020-06-16,Python,"hackemail, leak, analyseemail",,"linux, windows"
Ragnarok,milo-trujillo,0,0,1,2015-02-15,2016-06-25,Ruby,,"sniff, spoof",
LAN-Attacks,jaredwelsh,0,0,0,2019-03-29,2020-01-23,Python,,,
wifitools,AlexSSD7,0,0,0,2019-01-29,2019-01-29,Python,,,linux
null-route,Shadowsych,1,0,1,2019-01-06,2019-09-24,Python,,ddos,linux
correlation-attacks,FredrikJ71,0,1,1,2014-12-05,2014-12-22,C,,,
Paddawan,jordanlarose,0,1,0,2018-04-05,2018-04-10,Python,,,
DDoS,Henrycko,1,0,0,2019-04-16,2019-07-20,Python,,ddos,
Nexuiz-Dodge-Script,sulphuric,0,0,1,2013-11-28,2021-07-09,,,,"linux, windows"
pbproxy,bhaveshgoyal,0,0,1,2017-10-20,2017-12-19,C,,,
Crypto,djidan10,0,0,2,2015-07-02,2015-07-02,C,,,
usb-batch-attack,rattlemind,1,1,1,2017-08-04,2021-06-28,Visual Basic,,,
shellphish,reammao,0,0,1,2018-11-01,2018-11-01,HTML,,,
libattkthread,adambregenzer,0,0,1,2013-07-10,2013-07-10,C,,,
mod_wallz,Cloudxtreme,0,0,2,2015-06-08,2015-11-15,C,,ddos,
NetworkingProjects,Neeraj-Venugopal,0,1,0,2018-02-12,2018-02-25,Java,,"botnet, ddos",
Firewall-Fingerprinting,JKarthika,0,1,1,2018-05-18,2018-05-18,PHP,,ddos,
hodor,ConnorBrereton,0,0,0,2019-01-16,2019-01-22,Python,,,
PFG,Javidcr,0,0,1,2017-04-12,2018-03-12,Python,,spoof,
wolfSSL-DoS,IAIK,6,6,10,2015-09-23,2021-08-07,C,,spoof,mac
racattack,ardentperf,3,6,4,2011-03-28,2016-04-22,Shell,,,windows
Network-Intrusion-Detection-System,BillWu-Canada,4,5,1,2015-11-28,2021-02-15,Python,,"spoof, worm",
DNS-Kaminsky-Attack-Tool,saili512,4,8,2,2015-01-23,2020-11-28,C,,spoof,
hashcracker,apex123,3,7,3,2014-03-04,2021-03-30,Python,,,
md5-brute-forcer,rossmacarthur,3,3,1,2016-05-26,2021-07-13,C,"md5, brute-force",,
Mitigation-of-DDOS-Attacks,ddayal219,2,4,1,2012-12-26,2019-07-07,Java,,ddos,
Seth,wi-fi-analyzer,5,5,1,2017-03-30,2019-03-19,Python,,,
MonlistCheck,coaxke,7,4,2,2014-02-23,2018-11-06,C#,,"botnet, ddos, spoof",
Twitter-Hacks,Arikado,6,1,3,2011-01-29,2021-09-30,,,,
denyssh,rgrove,5,0,3,2008-12-11,2019-08-13,Ruby,,,linux
tcpvirion,yyagol,6,1,1,2018-07-01,2021-11-27,Go,,,
LeviathanS,afelfgie,4,1,0,2018-10-23,2019-01-03,Python,,ddos,
DDos,N3ptun,5,0,0,2017-06-27,2021-10-16,Python,,ddos,
python-mongo-sanitizer,noamt,7,1,2,2017-07-13,2021-10-20,Python,"python, mongodb, security",,
pungas-attack,pungasdevillamartelli,4,0,3,2015-07-25,2019-12-07,JavaScript,,,
adversarial_mnist_attacks,PerryXDeng,2,0,2,2019-03-18,2019-08-17,Python,,,
controlleddos,mikeberkelaar,4,0,2,2014-07-11,2018-07-10,Python,,ddos,
DDOS-Attackers,hyBRID1797,8,0,1,2015-11-26,2018-11-08,Ruby,,ddos,"linux, windows"
JavaScript-Based-DDOS,ninja25538,13,15,4,2017-05-15,2021-07-06,JavaScript,,ddos,
low-rate-tcp-targeted-dos-attacks,hotpxl,2,3,4,2017-05-30,2020-11-06,Python,,,linux
jwt_swiss_knife,OzAven,3,1,2,2016-12-27,2019-12-22,Python,,,
Vitruvian,N4ckHcker,2,0,0,2017-08-19,2018-01-21,,,,linux
Slowloris,yosif111,8,0,0,2019-04-17,2021-11-16,JavaScript,,ddos,
sca-playground,gnull,1,0,2,2017-03-07,2018-04-21,C,,,
intercypt,BennettStaley,2,1,0,2018-01-19,2018-01-26,JavaScript,"attack, mitm-attack-demo, javascript, demo, arpspoof, arp",,linux
dnsSpoof,teoMiesiac,3,1,0,2018-03-25,2021-03-25,C,,spoof,
ARPSpoofing,EinNarr,7,0,1,2016-03-23,2021-12-03,Java,,spoof,
pipecrypt,ntblk,5,0,3,2018-09-07,2020-10-24,Go,,,
reflection_scan,wrr,10,2,4,2012-01-17,2021-11-02,Python,,"sniff, spoof","linux, windows"
ddos_python_firewall,Bumerang47,3,0,1,2018-02-18,2021-09-02,Python,,ddos,
ARP-Utils,xamnesiax-sx,2,1,1,2015-09-03,2016-12-07,Python,,,
php-fpm,ttttmr,38,2,2,2019-06-12,2021-11-18,Python,,,
LiteDDOS,BarrierJR,1,0,0,2019-06-01,2019-06-04,Python,,ddos,
TrafficLeak,kejriwalrahul,2,0,2,2017-11-02,2019-03-08,PHP,"machine-learning, side-channel-attacks",,
SlowLorisDoS,aneopsy,3,0,1,2018-05-01,2019-09-09,Python,,,
DOS_Attack-Network-Simulator,Saurabh0907,6,3,0,2014-05-14,2021-07-19,Tcl,,,
dos-billion-laughs,brianleroux,4,1,2,2012-10-24,2021-09-17,JavaScript,,,
ASTORIA,ComputerNetworks-UFRGS,8,2,11,2018-02-01,2021-01-20,C++,,,
inventedAttack,avantasia,8,2,1,2019-03-09,2021-07-06,Python,"security, poc, wip",spoof,
DroidSinia,Extaticode,2,0,0,2016-12-01,2016-12-08,Python,,,
rtcchat2,mehrvarz,35,12,5,2013-08-07,2021-08-13,Go,,,
